feeder_id,state,date,units_injected_kwh,units_billed_kwh,loss_percentage,transformer_age_years,temperature_celsius,load_factor,smart_meter_installed,voltage_fluctuation,outage_hours_monthly
FEEDER_079,Bihar,2024-01-15,3250.96,2651.82,18.43,13,32.6,0.59,True,1.79,13.6
FEEDER_079,Gujarat,2024-01-16,4435.27,3382.51,23.74,15,22.4,0.73,True,9.88,2.4
FEEDER_079,Rajasthan,2024-01-17,4006.48,2794.0,30.26,12,17.2,0.55,True,0.73,9.3
FEEDER_079,Tamil Nadu,2024-01-18,4762.32,3428.39,28.01,13,21.9,0.74,True,1.17,18.9
FEEDER_079,Maharashtra,2024-01-19,4156.61,3731.71,10.22,22,17.6,0.77,False,1.77,8.4
FEEDER_079,Rajasthan,2024-01-20,2760.52,1841.2,33.3,1,16.9,0.64,False,1.24,6.7
FEEDER_079,West Bengal,2024-01-21,3236.09,2208.88,31.74,5,39.3,0.4,True,4.04,0.4
FEEDER_079,Rajasthan,2024-01-22,1710.08,1249.23,26.95,29,28.9,0.8,False,1.76,12.5
FEEDER_079,Gujarat,2024-01-23,520.26,372.35,28.43,7,33.7,0.66,True,6.79,1.7
FEEDER_079,Madhya Pradesh,2024-01-24,1823.49,1205.12,33.91,26,18.5,0.51,False,7.52,5.7
FEEDER_079,Uttar Pradesh,2024-01-25,1605.57,1278.96,20.34,22,39.3,0.89,False,1.85,7.9
FEEDER_079,Bihar,2024-01-26,1639.72,1319.82,19.51,6,38.1,0.89,False,7.46,16.5
FEEDER_079,Madhya Pradesh,2024-01-27,2534.09,1772.75,30.04,18,21.4,0.51,True,1.38,3.4
FEEDER_079,Maharashtra,2024-01-28,2302.31,1754.86,23.78,10,28.4,0.48,True,6.74,19.8
FEEDER_079,Rajasthan,2024-01-29,3272.81,2889.82,11.7,21,44.7,0.91,False,8.57,0.4
FEEDER_079,Maharashtra,2024-01-30,3112.67,2660.07,14.54,1,20.5,0.56,True,2.83,18.9
FEEDER_080,Bihar,2024-01-01,1984.47,1405.33,29.18,15,44.5,0.94,False,6.22,5.8
FEEDER_080,West Bengal,2024-01-02,2772.35,2260.8,18.45,11,39.0,0.77,False,9.71,13.2
FEEDER_080,Tamil Nadu,2024-01-03,2655.07,1941.72,26.87,2,17.7,0.48,True,0.51,11.1
FEEDER_080,Uttar Pradesh,2024-01-04,1435.34,943.82,34.24,2,39.4,0.52,True,8.54,18.9
FEEDER_080,Uttar Pradesh,2024-01-05,3791.94,3355.66,11.51,3,29.7,0.57,True,7.92,12.6
FEEDER_080,West Bengal,2024-01-06,1204.96,1131.87,6.07,15,40.8,0.75,True,7.93,8.0
FEEDER_080,Madhya Pradesh,2024-01-07,3193.42,2193.03,31.33,13,31.0,0.83,True,5.19,14.4
FEEDER_080,Bihar,2024-01-08,3917.97,2866.13,26.85,9,19.7,0.76,False,5.86,15.0
FEEDER_080,West Bengal,2024-01-09,4305.69,3237.91,24.8,8,20.1,0.51,False,9.64,1.9
FEEDER_080,West Bengal,2024-01-10,3406.89,2750.7,19.26,15,44.0,0.95,True,2.21,16.2
FEEDER_080,Uttar Pradesh,2024-01-11,879.69,767.98,12.7,28,24.0,0.43,True,5.86,6.8
FEEDER_080,Uttar Pradesh,2024-01-12,2802.66,2026.8,27.68,3,33.3,0.64,True,0.97,2.9
FEEDER_080,Gujarat,2024-01-13,2387.69,2011.7,15.75,12,26.0,0.89,False,3.44,0.7
FEEDER_080,Maharashtra,2024-01-14,1812.4,1624.45,10.37,2,27.0,0.63,True,5.94,1.1
FEEDER_080,Madhya Pradesh,2024-01-15,2033.52,1356.55,33.29,7,38.5,0.92,False,7.35,5.9
FEEDER_080,Madhya Pradesh,2024-01-16,2522.09,2035.08,19.31,29,37.8,0.9,False,5.35,0.2
FEEDER_080,West Bengal,2024-01-17,3617.11,2365.31,34.61,18,42.3,0.51,False,2.57,20.0
FEEDER_080,Uttar Pradesh,2024-01-18,2337.68,2072.11,11.36,28,27.3,0.84,False,2.2,16.1
FEEDER_080,Rajasthan,2024-01-19,4488.64,4036.0,10.08,15,41.8,0.49,True,5.45,1.5
FEEDER_080,Tamil Nadu,2024-01-20,4571.73,3325.19,27.27,17,31.9,0.8,False,9.19,18.8
FEEDER_080,Madhya Pradesh,2024-01-21,4374.5,4087.29,6.57,30,29.9,0.55,False,7.13,4.9
FEEDER_080,Madhya Pradesh,2024-01-22,2423.79,2002.14,17.4,7,44.1,0.79,True,1.93,19.9
FEEDER_080,Gujarat,2024-01-23,1339.18,1108.18,17.25,20,29.7,0.66,False,5.94,15.5
FEEDER_080,Bihar,2024-01-24,3571.52,3162.19,11.46,16,37.5,0.56,False,8.1,18.0
FEEDER_080,West Bengal,2024-01-25,4052.95,3809.02,6.02,29,28.3,0.95,True,8.23,0.2
FEEDER_080,West Bengal,2024-01-26,3031.56,1999.34,34.05,2,42.1,0.61,True,8.42,8.3
FEEDER_080,Maharashtra,2024-01-27,4452.37,3459.43,22.3,20,25.7,0.49,True,2.63,13.6
FEEDER_080,Bihar,2024-01-28,1941.95,1307.26,32.68,14,44.9,0.45,False,5.82,14.9
FEEDER_080,Gujarat,2024-01-29,1426.23,1006.74,29.41,14,40.9,0.89,False,8.67,0.9
FEEDER_080,Gujarat,2024-01-30,1810.11,1567.67,13.39,5,34.9,0.71,True,3.29,11.4
FEEDER_081,Rajasthan,2024-01-01,922.02,637.1,30.9,20,43.2,0.59,False,5.59,9.3
FEEDER_081,Uttar Pradesh,2024-01-02,3016.52,2225.26,26.23,8,26.7,0.62,True,3.36,8.2
FEEDER_081,Bihar,2024-01-03,3369.64,2497.82,25.87,2,34.8,0.86,True,0.58,15.1
FEEDER_081,Rajasthan,2024-01-04,2397.84,2203.22,8.12,29,24.8,0.63,True,7.16,7.7
FEEDER_081,Maharashtra,2024-01-05,3168.39,2351.57,25.78,21,41.8,0.58,True,9.88,13.2
FEEDER_081,Bihar,2024-01-06,4521.09,3705.62,18.04,13,24.1,0.8,True,8.74,14.2
FEEDER_081,Maharashtra,2024-01-07,1501.56,1359.74,9.44,8,21.5,0.66,False,5.5,18.7
FEEDER_081,Uttar Pradesh,2024-01-08,2198.82,1553.14,29.36,19,43.3,0.47,False,3.36,0.6
FEEDER_081,West Bengal,2024-01-09,3712.82,3407.38,8.23,29,28.0,0.5,True,5.69,8.4
FEEDER_081,Rajasthan,2024-01-10,3878.52,2832.08,26.98,26,16.7,0.52,False,1.51,6.2
FEEDER_081,Gujarat,2024-01-11,3597.45,2381.69,33.8,25,25.7,0.48,True,8.7,12.6
FEEDER_081,Gujarat,2024-01-12,4164.43,2872.33,31.03,29,42.4,0.83,False,0.75,11.6
FEEDER_081,Uttar Pradesh,2024-01-13,3945.43,3114.24,21.07,7,37.7,0.89,False,6.89,16.2
FEEDER_081,West Bengal,2024-01-14,1739.9,1134.94,34.77,1,40.7,0.45,False,6.23,0.9
FEEDER_081,Bihar,2024-01-15,3907.87,3275.21,16.19,18,42.5,0.8,True,7.76,14.9
FEEDER_081,Gujarat,2024-01-16,511.5,396.49,22.49,9,33.5,0.77,False,6.76,16.4
FEEDER_081,Bihar,2024-01-17,3253.84,2644.18,18.74,13,40.1,0.93,False,5.83,12.2
FEEDER_081,Maharashtra,2024-01-18,4651.1,4050.24,12.92,18,24.1,0.71,True,7.46,12.3
FEEDER_081,West Bengal,2024-01-19,1242.13,1016.24,18.19,24,39.7,0.6,True,9.41,12.4
FEEDER_081,Uttar Pradesh,2024-01-20,1498.57,1255.95,16.19,4,42.1,0.91,True,7.87,16.4
FEEDER_081,Madhya Pradesh,2024-01-21,2865.8,2239.59,21.85,9,30.8,0.79,False,4.03,11.6
FEEDER_081,Bihar,2024-01-22,936.81,704.99,24.75,9,29.9,0.88,False,8.24,14.7
FEEDER_081,Rajasthan,2024-01-23,972.05,653.51,32.77,28,24.2,0.53,True,5.99,18.9
FEEDER_081,Bihar,2024-01-24,2736.54,2001.82,26.85,28,44.3,0.76,True,9.89,15.1
FEEDER_081,Madhya Pradesh,2024-01-25,4653.73,4031.33,13.37,12,22.8,0.79,False,7.73,12.2
FEEDER_081,Rajasthan,2024-01-26,1821.17,1534.83,15.72,19,18.2,0.63,True,8.0,0.8
FEEDER_081,Madhya Pradesh,2024-01-27,4634.53,4044.76,12.73,29,23.0,0.8,True,5.73,0.1
FEEDER_081,Tamil Nadu,2024-01-28,3182.22,2563.66,19.44,10,42.6,0.44,False,9.75,11.6
FEEDER_081,Tamil Nadu,2024-01-29,1308.6,1078.08,17.62,11,15.3,0.76,True,8.39,0.4
FEEDER_081,Madhya Pradesh,2024-01-30,2023.45,1406.2,30.51,26,24.8,0.4,True,3.37,13.3
FEEDER_082,Tamil Nadu,2024-01-01,830.51,621.34,25.19,12,31.3,0.78,True,3.09,15.2
FEEDER_082,Uttar Pradesh,2024-01-02,1693.64,1251.26,26.12,4,35.0,0.4,True,3.27,14.0
FEEDER_082,Gujarat,2024-01-03,2232.14,1836.16,17.74,23,43.0,0.75,True,7.99,10.7
FEEDER_082,Maharashtra,2024-01-04,4218.43,3891.12,7.76,26,44.8,0.44,False,5.47,12.8
FEEDER_082,Bihar,2024-01-05,698.75,588.0,15.85,6,36.3,0.82,False,1.8,8.5
FEEDER_082,West Bengal,2024-01-06,606.69,451.54,25.57,4,18.0,0.72,True,9.71,12.3
FEEDER_082,Bihar,2024-01-07,3014.56,2482.95,17.63,16,41.5,0.63,True,8.37,11.6
FEEDER_082,Gujarat,2024-01-08,984.81,651.82,33.81,11,34.9,0.54,False,4.28,8.7
FEEDER_082,Bihar,2024-01-09,1116.93,848.19,24.06,17,21.2,0.42,True,3.45,14.8
FEEDER_082,Rajasthan,2024-01-10,3748.9,3143.92,16.14,12,24.8,0.59,False,8.58,13.9
FEEDER_082,Tamil Nadu,2024-01-11,4761.66,4496.33,5.57,5,32.3,0.59,True,1.67,5.0
FEEDER_082,West Bengal,2024-01-12,1250.13,923.89,26.1,1,37.2,0.83,False,6.4,14.1
FEEDER_082,Gujarat,2024-01-13,1303.78,1199.5,8.0,3,27.8,0.86,True,6.81,7.5
FEEDER_082,Rajasthan,2024-01-14,4766.35,3155.29,33.8,1,19.9,0.5,True,7.57,9.3
FEEDER_082,Gujarat,2024-01-15,3433.59,2713.41,20.97,30,23.9,0.44,True,0.94,4.8
FEEDER_082,Uttar Pradesh,2024-01-16,2161.82,1908.55,11.72,9,15.5,0.8,True,1.23,15.0
FEEDER_082,Bihar,2024-01-17,2822.73,2112.97,25.14,29,22.4,0.4,False,2.99,11.7
FEEDER_082,Tamil Nadu,2024-01-18,634.77,601.73,5.21,9,17.6,0.84,False,7.19,14.2
FEEDER_082,Bihar,2024-01-19,3886.57,3547.52,8.72,3,21.9,0.6,False,7.94,15.2
FEEDER_082,Madhya Pradesh,2024-01-20,3078.93,2184.29,29.06,11,29.7,0.43,False,8.65,10.2
FEEDER_082,Gujarat,2024-01-21,1881.14,1470.65,21.82,24,41.4,0.49,True,9.95,7.2
FEEDER_082,Rajasthan,2024-01-22,1714.24,1628.01,5.03,3,40.0,0.9,True,9.42,0.0
FEEDER_082,West Bengal,2024-01-23,4286.56,3989.45,6.93,4,29.8,0.76,True,3.9,1.6
FEEDER_082,Bihar,2024-01-24,1474.41,976.62,33.76,9,43.5,0.5,True,9.79,16.0
FEEDER_082,West Bengal,2024-01-25,1840.89,1512.48,17.84,8,41.2,0.44,True,1.59,15.7
FEEDER_082,Maharashtra,2024-01-26,4009.99,3559.69,11.23,4,35.2,0.48,False,3.56,4.2
FEEDER_082,West Bengal,2024-01-27,941.89,742.74,21.14,24,41.9,0.41,False,3.44,14.9
FEEDER_082,Madhya Pradesh,2024-01-28,1517.67,999.17,34.16,7,25.4,0.69,True,1.52,3.5
FEEDER_082,West Bengal,2024-01-29,3458.76,2855.95,17.43,1,30.2,0.52,True,5.05,18.5
FEEDER_082,Madhya Pradesh,2024-01-30,4937.12,4021.03,18.56,16,17.7,0.94,True,1.09,6.3
FEEDER_083,Rajasthan,2024-01-01,603.87,413.61,31.51,26,22.8,0.44,False,9.03,20.0
FEEDER_083,Uttar Pradesh,2024-01-02,2483.34,1750.25,29.52,5,31.9,0.45,False,2.32,8.6
FEEDER_083,Tamil Nadu,2024-01-03,3052.36,2759.78,9.59,22,19.7,0.78,False,5.93,10.3
FEEDER_083,Tamil Nadu,2024-01-04,3739.67,2826.87,24.41,23,36.2,0.58,False,9.78,19.8
FEEDER_083,West Bengal,2024-01-05,4870.71,3602.95,26.03,6,19.8,0.47,True,2.48,12.2
FEEDER_083,Uttar Pradesh,2024-01-06,1986.34,1722.22,13.3,9,19.3,0.76,False,9.52,17.4
FEEDER_083,Madhya Pradesh,2024-01-07,654.64,510.24,22.06,27,44.0,0.87,True,1.49,0.9
FEEDER_083,West Bengal,2024-01-08,606.38,504.37,16.82,1,39.4,0.44,True,6.31,9.2
FEEDER_083,Tamil Nadu,2024-01-09,634.14,574.76,9.36,18,23.9,0.62,False,5.76,1.2
FEEDER_083,West Bengal,2024-01-10,2351.97,2197.89,6.55,29,28.6,0.69,True,5.16,19.8
FEEDER_083,West Bengal,2024-01-11,3241.15,2142.6,33.89,11,28.1,0.87,True,3.75,10.0
FEEDER_083,Tamil Nadu,2024-01-12,4109.97,2795.98,31.97,1,27.9,0.67,True,9.75,15.5
FEEDER_083,Gujarat,2024-01-13,4408.19,2885.57,34.54,2,29.2,0.92,False,2.73,7.7
FEEDER_083,Tamil Nadu,2024-01-14,3064.57,2500.68,18.4,17,19.4,0.62,True,8.31,18.0
FEEDER_083,Tamil Nadu,2024-01-15,4001.4,3039.06,24.05,26,43.9,0.44,False,5.46,0.7
FEEDER_083,Maharashtra,2024-01-16,2178.27,1767.1,18.88,18,21.8,0.79,False,0.51,8.8
FEEDER_083,Tamil Nadu,2024-01-17,1991.01,1305.27,34.44,14,39.2,0.65,False,5.27,18.8
FEEDER_083,Maharashtra,2024-01-18,4230.83,3084.86,27.09,19,40.8,0.83,False,8.13,13.3
FEEDER_083,Uttar Pradesh,2024-01-19,711.95,470.86,33.86,1,34.2,0.78,True,0.65,1.3
FEEDER_083,West Bengal,2024-01-20,4759.2,3452.39,27.46,19,41.4,0.88,True,6.73,17.3
FEEDER_083,West Bengal,2024-01-21,1818.61,1412.65,22.32,21,16.3,0.45,False,6.76,9.2
FEEDER_083,West Bengal,2024-01-22,4591.79,3778.12,17.72,11,27.4,0.53,False,8.5,1.6
FEEDER_083,Bihar,2024-01-23,1373.05,1236.3,9.96,4,37.4,0.69,False,8.24,3.7
FEEDER_083,West Bengal,2024-01-24,3102.17,2934.31,5.41,3,38.1,0.87,False,5.65,7.1
FEEDER_083,Bihar,2024-01-25,1874.78,1636.11,12.73,12,38.1,0.94,False,4.92,17.5
FEEDER_083,Uttar Pradesh,2024-01-26,1511.38,1213.12,19.73,15,30.5,0.73,True,6.77,5.0
FEEDER_083,Madhya Pradesh,2024-01-27,1980.07,1822.45,7.96,3,16.1,0.43,False,7.72,3.0
FEEDER_083,Maharashtra,2024-01-28,1132.56,1037.94,8.35,13,34.7,0.95,False,5.01,14.9
FEEDER_083,West Bengal,2024-01-29,3204.47,2300.14,28.22,1,40.7,0.72,False,9.77,19.3
FEEDER_083,Rajasthan,2024-01-30,4176.32,2779.77,33.44,26,25.6,0.87,True,1.94,10.1
FEEDER_084,Rajasthan,2024-01-01,913.88,673.91,26.26,15,24.5,0.87,True,6.77,15.3
FEEDER_084,Maharashtra,2024-01-02,4709.74,4350.98,7.62,21,23.5,0.82,True,2.65,17.9
FEEDER_084,Uttar Pradesh,2024-01-03,3059.44,2243.21,26.68,9,15.0,0.72,True,4.66,17.2
FEEDER_084,West Bengal,2024-01-04,2294.99,1969.64,14.18,14,17.8,0.41,False,3.34,9.1
FEEDER_084,Rajasthan,2024-01-05,4904.66,4056.49,17.29,11,39.5,0.77,True,9.67,9.4
FEEDER_084,Maharashtra,2024-01-06,2047.37,1745.52,14.74,6,40.3,0.47,True,9.02,13.3
FEEDER_084,Tamil Nadu,2024-01-07,3452.12,2333.32,32.41,24,25.1,0.81,True,3.49,7.0
FEEDER_084,Bihar,2024-01-08,3608.87,3231.04,10.47,29,32.6,0.52,False,1.89,3.8
FEEDER_084,Maharashtra,2024-01-09,4023.78,3033.56,24.61,25,23.1,0.5,False,3.51,17.4
FEEDER_084,Maharashtra,2024-01-10,1668.41,1192.04,28.55,19,44.9,0.75,False,3.14,12.6
FEEDER_084,Bihar,2024-01-11,2128.11,2010.85,5.51,29,19.4,0.48,False,1.49,15.5
FEEDER_084,Madhya Pradesh,2024-01-12,3267.01,2364.41,27.63,5,34.5,0.67,False,5.94,5.2
FEEDER_084,West Bengal,2024-01-13,3734.67,2741.94,26.58,21,39.6,0.59,False,5.45,2.9
FEEDER_084,Madhya Pradesh,2024-01-14,4579.92,3395.15,25.87,17,21.9,0.55,True,7.83,10.3
FEEDER_084,Uttar Pradesh,2024-01-15,581.61,391.06,32.76,9,33.8,0.47,True,0.54,19.1
FEEDER_084,Uttar Pradesh,2024-01-16,2993.05,2472.57,17.39,17,28.2,0.87,True,0.86,13.3
FEEDER_084,Gujarat,2024-01-17,2579.17,2218.2,14.0,7,19.5,0.41,True,1.88,17.5
FEEDER_084,Gujarat,2024-01-18,2561.48,2275.42,11.17,10,42.8,0.74,False,0.78,1.8
FEEDER_084,Maharashtra,2024-01-19,1397.65,1275.61,8.73,9,16.6,0.59,False,1.7,11.5
FEEDER_084,Tamil Nadu,2024-01-20,2825.54,2213.23,21.67,25,19.0,0.52,True,5.7,9.4
FEEDER_084,Gujarat,2024-01-21,2063.09,1521.51,26.25,17,42.9,0.54,False,3.2,3.6
FEEDER_084,Bihar,2024-01-22,3669.57,3376.07,8.0,21,16.3,0.5,True,4.22,6.3
FEEDER_084,Bihar,2024-01-23,1366.66,1012.14,25.94,22,44.1,0.85,True,3.8,19.7
FEEDER_084,Madhya Pradesh,2024-01-24,4167.11,2755.43,33.88,6,15.9,0.45,False,7.33,14.6
FEEDER_084,Maharashtra,2024-01-25,3094.92,2480.85,19.84,10,43.7,0.83,True,3.31,6.7
FEEDER_084,Bihar,2024-01-26,4762.76,3705.02,22.21,8,44.6,0.47,False,0.55,10.7
FEEDER_084,Bihar,2024-01-27,3637.75,3116.18,14.34,23,18.4,0.91,True,9.92,16.0
FEEDER_084,Bihar,2024-01-28,949.43,876.02,7.73,18,19.6,0.82,False,3.03,19.2
FEEDER_084,Tamil Nadu,2024-01-29,4877.89,4136.64,15.2,4,31.4,0.6,False,6.83,7.4
FEEDER_084,Bihar,2024-01-30,3642.98,3129.16,14.1,19,26.1,0.62,False,4.94,2.4
FEEDER_085,Maharashtra,2024-01-01,580.6,477.68,17.73,18,17.7,0.55,True,9.89,9.4
FEEDER_085,West Bengal,2024-01-02,983.04,728.07,25.94,6,18.3,0.82,True,7.42,3.0
FEEDER_085,Maharashtra,2024-01-03,792.85,579.85,26.87,25,21.2,0.49,True,8.55,7.2
FEEDER_085,Maharashtra,2024-01-04,2777.81,2316.84,16.59,3,24.3,0.51,False,7.19,0.9
FEEDER_085,Gujarat,2024-01-05,1966.66,1680.33,14.56,16,24.7,0.84,False,3.51,15.5
FEEDER_085,Rajasthan,2024-01-06,3432.61,3082.48,10.2,30,35.8,0.9,True,3.52,16.0
FEEDER_085,Bihar,2024-01-07,4239.28,3590.85,15.3,26,34.7,0.85,True,7.63,16.6
FEEDER_085,Bihar,2024-01-08,2306.54,2085.61,9.58,6,34.3,0.91,True,6.89,13.1
FEEDER_085,Rajasthan,2024-01-09,3631.85,2840.86,21.78,18,27.5,0.5,True,8.34,7.5
FEEDER_085,West Bengal,2024-01-10,1138.53,966.84,15.08,6,40.2,0.56,True,2.88,16.8
FEEDER_085,Tamil Nadu,2024-01-11,2646.85,2386.61,9.83,4,16.2,0.53,False,4.15,17.4
FEEDER_085,West Bengal,2024-01-12,4173.61,3063.46,26.6,11,18.4,0.42,False,3.72,10.2
FEEDER_085,Tamil Nadu,2024-01-13,2318.9,1910.74,17.6,4,27.6,0.68,True,7.6,9.6
FEEDER_085,Bihar,2024-01-14,2694.88,2478.53,8.03,24,21.6,0.82,True,1.5,2.4
FEEDER_085,Rajasthan,2024-01-15,2386.86,2226.65,6.71,3,15.6,0.63,False,4.59,6.2
FEEDER_085,Tamil Nadu,2024-01-16,1663.09,1089.37,34.5,8,17.9,0.82,True,9.13,19.9
FEEDER_085,Madhya Pradesh,2024-01-17,1600.35,1374.98,14.08,22,31.8,0.81,False,6.72,11.2
FEEDER_085,Maharashtra,2024-01-18,851.5,646.07,24.13,6,41.5,0.56,False,7.3,5.0
FEEDER_085,Gujarat,2024-01-19,1110.61,1028.46,7.4,28,15.1,0.72,False,3.26,0.4
FEEDER_085,Tamil Nadu,2024-01-20,1718.75,1481.28,13.82,27,37.3,0.92,True,7.17,10.5
FEEDER_085,Gujarat,2024-01-21,2371.81,1598.17,32.62,23,36.7,0.76,False,4.56,12.2
FEEDER_085,West Bengal,2024-01-22,4523.68,3840.09,15.11,10,32.0,0.66,True,2.15,16.7
FEEDER_085,Maharashtra,2024-01-23,4481.59,4038.22,9.89,22,40.4,0.51,True,8.99,5.5
FEEDER_085,West Bengal,2024-01-24,1565.75,1410.54,9.91,12,28.4,0.76,False,2.01,16.6
FEEDER_085,Maharashtra,2024-01-25,3252.81,2127.19,34.6,20,25.1,0.69,True,6.1,13.9
FEEDER_085,Bihar,2024-01-26,4439.78,3684.54,17.01,26,26.2,0.8,False,5.08,0.7
FEEDER_085,Madhya Pradesh,2024-01-27,4471.77,3503.56,21.65,11,43.2,0.53,True,7.66,5.9
FEEDER_085,Gujarat,2024-01-28,4542.24,3966.41,12.68,14,21.2,0.95,False,8.89,12.6
FEEDER_085,Tamil Nadu,2024-01-29,1322.34,1057.57,20.02,2,23.3,0.77,True,4.21,9.8
FEEDER_085,Bihar,2024-01-30,890.61,738.37,17.09,8,37.4,0.51,False,0.7,5.3
FEEDER_086,Tamil Nadu,2024-01-01,4333.29,3698.93,14.64,2,39.9,0.67,True,7.22,0.8
FEEDER_086,Madhya Pradesh,2024-01-02,1357.69,1059.39,21.97,20,19.3,0.82,False,3.02,12.7
FEEDER_086,Rajasthan,2024-01-03,2269.05,2061.08,9.17,8,19.2,0.63,True,8.82,17.6
FEEDER_086,West Bengal,2024-01-04,4822.07,3281.26,31.95,5,27.3,0.62,True,4.82,4.3
FEEDER_086,Uttar Pradesh,2024-01-05,4525.48,3351.82,25.93,10,26.3,0.45,False,1.81,10.5
FEEDER_086,Uttar Pradesh,2024-01-06,2815.92,2658.54,5.59,21,39.7,0.51,True,3.31,1.3
FEEDER_086,Maharashtra,2024-01-07,1977.78,1465.76,25.89,25,19.2,0.92,True,5.49,2.0
FEEDER_086,Rajasthan,2024-01-08,1062.68,870.61,18.07,18,23.5,0.56,True,4.96,20.0
FEEDER_086,Madhya Pradesh,2024-01-09,582.14,421.16,27.65,29,26.6,0.57,False,7.24,13.0
FEEDER_086,Uttar Pradesh,2024-01-10,4267.03,3693.98,13.43,8,26.3,0.91,False,5.18,0.1
FEEDER_086,Uttar Pradesh,2024-01-11,721.92,617.2,14.51,23,19.2,0.81,True,2.78,14.8
FEEDER_086,Maharashtra,2024-01-12,4110.18,2836.86,30.98,20,35.6,0.94,True,5.84,18.5
FEEDER_086,Tamil Nadu,2024-01-13,2840.02,2177.38,23.33,14,22.3,0.46,True,2.14,15.4
FEEDER_086,Bihar,2024-01-14,2049.05,1825.9,10.89,5,37.5,0.46,False,0.56,17.2
FEEDER_086,Bihar,2024-01-15,939.84,802.46,14.62,15,42.8,0.87,False,4.71,12.8
FEEDER_086,Maharashtra,2024-01-16,4224.73,3149.73,25.45,3,28.7,0.42,True,0.66,4.6
FEEDER_086,Rajasthan,2024-01-17,3572.7,2735.61,23.43,24,27.4,0.53,False,8.41,18.1
FEEDER_086,Bihar,2024-01-18,3463.42,2820.1,18.57,8,31.1,0.6,True,7.59,10.8
FEEDER_086,Madhya Pradesh,2024-01-19,3445.84,2950.96,14.36,5,32.2,0.9,True,7.14,3.3
FEEDER_086,Madhya Pradesh,2024-01-20,2884.22,2063.61,28.45,30,21.2,0.51,False,1.75,9.9
FEEDER_086,Madhya Pradesh,2024-01-21,3033.43,2834.3,6.56,14,43.1,0.57,True,8.05,16.3
FEEDER_086,Maharashtra,2024-01-22,2458.23,2102.0,14.49,13,44.8,0.71,False,0.98,8.8
FEEDER_086,Uttar Pradesh,2024-01-23,4681.59,3700.37,20.96,22,27.2,0.44,False,3.34,0.9
FEEDER_086,Rajasthan,2024-01-24,2557.3,1884.46,26.31,4,39.8,0.54,False,9.5,10.3
FEEDER_086,Rajasthan,2024-01-25,3431.93,3098.94,9.7,6,28.5,0.86,True,6.16,0.3
FEEDER_086,Maharashtra,2024-01-26,4511.25,3696.49,18.06,29,18.4,0.91,False,2.39,9.4
FEEDER_086,Bihar,2024-01-27,2975.83,2225.9,25.2,30,28.1,0.42,False,1.89,12.2
FEEDER_086,Madhya Pradesh,2024-01-28,1880.38,1443.82,23.22,10,42.3,0.93,True,3.59,8.9
FEEDER_086,Tamil Nadu,2024-01-29,4336.21,3112.3,28.23,11,22.0,0.55,False,4.0,11.7
FEEDER_086,West Bengal,2024-01-30,3146.09,2673.25,15.03,10,36.3,0.87,True,6.31,12.9
FEEDER_087,Madhya Pradesh,2024-01-01,3146.6,2411.73,23.35,1,23.4,0.64,True,3.45,15.2
FEEDER_087,Madhya Pradesh,2024-01-02,1111.52,874.65,21.31,6,32.6,0.74,True,2.47,18.5
FEEDER_087,Maharashtra,2024-01-03,3218.89,2986.45,7.22,18,35.6,0.47,False,7.85,4.3
FEEDER_087,Madhya Pradesh,2024-01-04,2786.47,2198.89,21.09,16,27.8,0.42,True,6.94,4.8
FEEDER_087,West Bengal,2024-01-05,1466.57,962.35,34.38,25,43.7,0.55,False,9.04,2.8
FEEDER_087,Madhya Pradesh,2024-01-06,1747.19,1451.11,16.95,6,43.0,0.83,True,9.17,15.0
FEEDER_087,West Bengal,2024-01-07,4370.86,4139.66,5.29,5,22.3,0.69,False,8.08,1.8
FEEDER_087,Tamil Nadu,2024-01-08,2172.58,1448.95,33.31,24,25.7,0.75,False,0.96,14.1
FEEDER_087,Tamil Nadu,2024-01-09,1824.3,1190.29,34.75,23,31.6,0.42,True,1.43,4.8
FEEDER_087,Uttar Pradesh,2024-01-10,2123.4,1550.24,26.99,3,19.3,0.91,False,8.98,12.3
FEEDER_087,West Bengal,2024-01-11,1431.18,970.75,32.17,15,15.6,0.8,True,2.28,0.9
FEEDER_087,Rajasthan,2024-01-12,2911.33,2439.29,16.21,20,28.6,0.78,True,6.63,16.4
FEEDER_087,Maharashtra,2024-01-13,545.33,452.54,17.02,14,16.2,0.54,True,4.44,3.6
FEEDER_087,Gujarat,2024-01-14,4571.04,3000.94,34.35,22,19.6,0.47,False,2.32,7.1
FEEDER_087,Rajasthan,2024-01-15,3228.92,2790.38,13.58,6,23.7,0.79,False,2.46,6.1
FEEDER_087,Bihar,2024-01-16,4203.74,3921.51,6.71,24,34.7,0.77,True,6.42,16.9
FEEDER_087,Tamil Nadu,2024-01-17,4173.45,3654.6,12.43,19,34.4,0.93,False,2.52,15.0
FEEDER_087,Rajasthan,2024-01-18,4593.6,3100.72,32.5,5,42.0,0.65,False,8.16,14.7
FEEDER_087,Uttar Pradesh,2024-01-19,4269.2,4050.08,5.13,2,22.8,0.75,False,4.95,8.1
FEEDER_087,Maharashtra,2024-01-20,3921.17,3166.73,19.24,6,18.1,0.44,False,9.49,5.5
FEEDER_087,Madhya Pradesh,2024-01-21,3902.64,3316.62,15.02,24,31.1,0.8,False,9.09,17.6
